tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2046903586;;Laura Diaz;;INHABILITAR
TI;;2067339787;;Gabriel Mejia;;EMBARGAR
RC;;2054055389;;Mauricio Lara;;EMBARGAR
NUIP;;2075592496;;Violeta Moreno;;EMBARGAR
RC;;2086722691;;Ricardo Zapata;;INHABILITAR
NUIP;;2035496828;;Paula Cardenas;;EMBARGAR
RC;;2062870122;;Cristian Garcia;;INHABILITAR
RC;;2082280280;;Felipe Arango;;EMBARGAR
RC;;2000304902;;Cesar Bautista;;EMBARGAR
TI;;2078446447;;Mauricio Quiroz;;EMBARGAR
NUIP;;2048296287;;Catalina Rios;;EMBARGAR
TI;;2096484799;;Luis Zapata;;EMBARGAR
CE;;2008943132;;Cesar Garcia;;INHABILITAR
CE;;2050982450;;Luis Ortiz;;INHABILITAR
RC;;2080959420;;Lucrecia Moreno;;EMBARGAR
CC;;2071561515;;Hector Herrera;;EMBARGAR
NUIP;;2064979561;;Pedro Vargas;;INHABILITAR
NUIP;;2081832310;;Roberto Ruiz;;EMBARGAR
RC;;2060522357;;Diego Vega;;EMBARGAR
CE;;2057820667;;Felipe Mejia;;EMBARGAR
CC;;2088333087;;Victor Jimenez;;EMBARGAR
RC;;2071593982;;Ricardo Ruiz;;EMBARGAR
NUIP;;2055979273;;Marcela Quiroz;;INHABILITAR
NUIP;;2001244655;;Liliana Fernandez;;INHABILITAR
NUIP;;2042681968;;Liliana Mejia;;EMBARGAR
TI;;2084472244;;Lucrecia Paredes;;EMBARGAR
RC;;2013335923;;Mariana Lara;;EMBARGAR
NUIP;;2031652042;;Gabriela Herrera;;EMBARGAR
CC;;2097345517;;Laura Hernandez;;EMBARGAR
NUIP;;2094335435;;Alicia Ospina;;INHABILITAR
CE;;2022800578;;Claudia Cano;;EMBARGAR
NUIP;;2067066892;;Sebastian Rios;;EMBARGAR
TI;;2033915859;;Angela Diaz;;INHABILITAR
CC;;2050149815;;Rosa Rojas;;INHABILITAR
TI;;2026605473;;Marta Ramirez;;INHABILITAR
CE;;2056141119;;Jorge Bautista;;EMBARGAR
CC;;2024654355;;Oscar Gallego;;INHABILITAR
RC;;2077780957;;Alonso Ruiz;;INHABILITAR
CE;;2055572049;;Carlos Castro;;EMBARGAR
NUIP;;2064770984;;Liliana Bautista;;EMBARGAR
CE;;2020230231;;Claudia Rios;;EMBARGAR
NUIP;;2058204933;;Ana Velasquez;;INHABILITAR
NUIP;;2035893294;;Rafael Cano;;EMBARGAR
CE;;2062836523;;Felipe Bautista;;INHABILITAR
CC;;2009078022;;Carmen Bonilla;;INHABILITAR
CC;;2027981092;;Gloria Quiroz;;EMBARGAR
RC;;2050730264;;Eduardo Valencia;;EMBARGAR
NUIP;;2061770594;;Luis Quiroz;;EMBARGAR
CC;;2071878319;;Carmen Hernandez;;INHABILITAR
CC;;2010502820;;Paula Castillo;;EMBARGAR
CE;;2083634188;;Juan Cardenas;;INHABILITAR
