tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2022775439;;Laura Cano;;INHABILITAR
NUIP;;2095511373;;Jorge Fernandez;;INHABILITAR
CE;;2023602568;;Felipe Mendez;;INHABILITAR
CE;;2025122230;;Adriana Giraldo;;EMBARGAR
NUIP;;2087966218;;Diego Vargas;;EMBARGAR
NUIP;;2011163014;;Julia Mendez;;INHABILITAR
CC;;2083382365;;Catalina Castro;;EMBARGAR
TI;;2006093905;;Valentina Aguilar;;EMBARGAR
TI;;2031092432;;Teresa Moreno;;INHABILITAR
CC;;2007878199;;Liliana Ruiz;;INHABILITAR
CE;;2014465259;;Cristian Prieto;;INHABILITAR
CE;;2073831100;;Angela Gomez;;EMBARGAR
CC;;2045207080;;Silvia Acosta;;EMBARGAR
CC;;2038792591;;Adriana Ortiz;;INHABILITAR
NUIP;;2063848348;;Ana Bautista;;EMBARGAR
TI;;2095008697;;Carlos Ortiz;;EMBARGAR
RC;;2080472550;;Lucrecia Quiroz;;INHABILITAR
NUIP;;2059701516;;Ana Castaño;;EMBARGAR
RC;;2061977049;;Andres Rios;;EMBARGAR
TI;;2005147075;;Violeta Beltran;;EMBARGAR
NUIP;;2012586790;;Monica Castro;;INHABILITAR
RC;;2025044838;;Juan Paredes;;INHABILITAR
CC;;2031228814;;Laura Herrera;;EMBARGAR
NUIP;;2090888530;;Gabriel Lara;;INHABILITAR
RC;;2092227025;;Gabriel Fernandez;;INHABILITAR
CC;;2051501136;;Rosa Gomez;;EMBARGAR
