tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2072450914;;Juan Garcia;;INHABILITAR
TI;;2026719824;;Lucrecia Jimenez;;INHABILITAR
TI;;2070107205;;Alonso Diaz;;INHABILITAR
CE;;2062231232;;Claudia Bautista;;EMBARGAR
NUIP;;2082801188;;Andres Lara;;INHABILITAR
CE;;2011138116;;Mauricio Lopez;;EMBARGAR
CE;;2076401859;;Angela Paredes;;EMBARGAR
CE;;2083471517;;Marta Mejia;;EMBARGAR
RC;;2058476242;;Carlos Molina;;EMBARGAR
CE;;2007307224;;Lorena Gomez;;INHABILITAR
RC;;2005628462;;Julia Bautista;;EMBARGAR
TI;;2012423889;;Esteban Gutierrez;;EMBARGAR
NUIP;;2035650024;;Ivan Castillo;;INHABILITAR
CC;;2074678514;;Carlos Lopez;;EMBARGAR
CC;;2091451896;;Nathalia Castro;;EMBARGAR
CE;;2033936203;;Felipe Castro;;EMBARGAR
CC;;2005039369;;Luis Salazar;;INHABILITAR
CC;;2026803567;;Liliana Castro;;EMBARGAR
CC;;2053037951;;Gloria Moreno;;INHABILITAR
CE;;2081290402;;Gabriela Lara;;EMBARGAR
TI;;2083240826;;Hector Salazar;;INHABILITAR
RC;;2066593382;;Monica Hernandez;;INHABILITAR
TI;;2020348634;;Felipe Torres;;INHABILITAR
CE;;2022499769;;Liliana Gomez;;INHABILITAR
CC;;2040018074;;Lorena Duarte;;EMBARGAR
CE;;2088927191;;Lucrecia Moreno;;EMBARGAR
TI;;2048417851;;Oscar Ruiz;;EMBARGAR
CE;;2065791163;;Gloria Mejia;;INHABILITAR
RC;;2071106473;;Felipe Cardenas;;EMBARGAR
NUIP;;2053733499;;Hernan Hernandez;;EMBARGAR
RC;;2055914016;;Silvia Castro;;EMBARGAR
NUIP;;2011182886;;Carmen Prieto;;INHABILITAR
NUIP;;2081788342;;Liliana Bautista;;EMBARGAR
NUIP;;2046062921;;Manuel Garcia;;INHABILITAR
NUIP;;2027276290;;Luis Giraldo;;INHABILITAR
RC;;2026200104;;Violeta Cano;;EMBARGAR
CE;;2051349569;;Sandra Franco;;INHABILITAR
RC;;2027257582;;Juan Arias;;INHABILITAR
