tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2003968360;;Laura Duarte;;EMBARGAR
RC;;2073790730;;Javier Bautista;;EMBARGAR
CC;;2029765620;;Angela Valencia;;EMBARGAR
CC;;2035395686;;Andres Diaz;;EMBARGAR
CC;;2031800120;;Roberto Castillo;;EMBARGAR
NUIP;;2029997658;;Javier Rodriguez;;INHABILITAR
CC;;2041493498;;Beatriz Diaz;;EMBARGAR
TI;;2091224364;;Tatiana Fernandez;;INHABILITAR
RC;;2068433727;;Carmen Quiroz;;INHABILITAR
TI;;2041858633;;Marcela Lopez;;INHABILITAR
CC;;2053035727;;Lucrecia Sanchez;;EMBARGAR
RC;;2072413716;;Cesar Ruiz;;EMBARGAR
CE;;2084343603;;Cesar Beltran;;EMBARGAR
TI;;2067768592;;Jorge Molina;;INHABILITAR
CE;;2094782490;;Mariana Robledo;;EMBARGAR
CE;;2009659353;;Hector Munoz;;EMBARGAR
RC;;2094197702;;Monica Murillo;;EMBARGAR
TI;;2012354241;;Raquel Montoya;;EMBARGAR
CE;;2076902815;;Marcela Castillo;;INHABILITAR
CC;;2036742641;;Beatriz Ortiz;;INHABILITAR
TI;;2026691363;;Sebastian Gomez;;EMBARGAR
CC;;2079845479;;Gabriela Diaz;;INHABILITAR
NUIP;;2019482141;;Diego Lara;;EMBARGAR
NUIP;;2076298289;;Hector Ramirez;;INHABILITAR
NUIP;;2006423490;;Marcela Paredes;;INHABILITAR
TI;;2047056466;;Liliana Castro;;INHABILITAR
TI;;2059922584;;Manuel Lopez;;INHABILITAR
RC;;2009360064;;Claudia Lopez;;EMBARGAR
RC;;2063038250;;Felipe Duarte;;INHABILITAR
