tipo_documento;;documento;;nombre_completo;;caracterizacion
CC;;2075932360;;Ana Torres;;INHABILITAR
NUIP;;2085899702;;Adriana Murillo;;EMBARGAR
CE;;2026445845;;Cesar Aguilar;;EMBARGAR
CE;;2033928271;;Lorena Gallego;;EMBARGAR
CC;;2032807610;;Paola Beltran;;EMBARGAR
CE;;2064511627;;Felipe Diaz;;INHABILITAR
NUIP;;2098589340;;Lucrecia Ruiz;;EMBARGAR
RC;;2086259875;;Luis Arango;;INHABILITAR
TI;;2052976973;;Angela Castro;;INHABILITAR
TI;;2086764882;;Veronica Lopez;;INHABILITAR
TI;;2047204847;;Manuel Diaz;;INHABILITAR
CC;;2020256420;;Rodrigo Cardenas;;EMBARGAR
NUIP;;2053473128;;Sebastian Jaramillo;;EMBARGAR
CC;;2047067555;;Samuel Mendez;;EMBARGAR
CE;;2076754830;;Rodrigo Paredes;;EMBARGAR
NUIP;;2012920302;;Veronica Mendez;;INHABILITAR
CE;;2075926140;;Rosa Arango;;EMBARGAR
NUIP;;2061097728;;Carlos Castillo;;EMBARGAR
TI;;2078435317;;Carlos Diaz;;EMBARGAR
CE;;2090643284;;Jose Moreno;;EMBARGAR
CE;;2091280982;;Gustavo Cabrera;;INHABILITAR
NUIP;;2085804433;;Samuel Munoz;;EMBARGAR
RC;;2007125323;;Manuel Mendez;;INHABILITAR
RC;;2068902708;;Jorge Montoya;;EMBARGAR
