tipo_documento;;documento;;nombre_completo;;caracterizacion
RC;;2066348673;;Ricardo Lopez;;EMBARGAR
CC;;2070910909;;Samuel Cardenas;;INHABILITAR
NUIP;;2034746511;;Violeta Molina;;INHABILITAR
NUIP;;2054199708;;Cesar Castaño;;EMBARGAR
CC;;2002365764;;Jorge Zapata;;INHABILITAR
RC;;2035079814;;Roberto Herrera;;INHABILITAR
RC;;2087900935;;Oscar Jaramillo;;EMBARGAR
CE;;2088817227;;Diana Arango;;INHABILITAR
TI;;2007116485;;Marta Montoya;;INHABILITAR
CC;;2047795268;;Liliana Diaz;;EMBARGAR
NUIP;;2027143827;;Julia Paredes;;EMBARGAR
CE;;2084109699;;Gustavo Herrera;;EMBARGAR
CC;;2072114333;;Jorge Valencia;;INHABILITAR
CC;;2088075342;;Valentina Jimenez;;EMBARGAR
CC;;2058919395;;Alfredo Rios;;EMBARGAR
CE;;2016376575;;Ana Giraldo;;INHABILITAR
RC;;2031182921;;Ana Fernandez;;INHABILITAR
NUIP;;2063871519;;Sandra Moreno;;EMBARGAR
RC;;2044727504;;Beatriz Paredes;;EMBARGAR
CE;;2013768541;;Pedro Martinez;;INHABILITAR
TI;;2094077464;;Javier Montoya;;EMBARGAR
CE;;2054987636;;Marta Torres;;INHABILITAR
TI;;2042576923;;Ana Rios;;INHABILITAR
RC;;2032216084;;Teresa Cardenas;;EMBARGAR
