tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2012805855;;Angela Ramirez;;INHABILITAR
CE;;2027961176;;Mauricio Jaramillo;;INHABILITAR
CE;;2070858748;;Santiago Diaz;;EMBARGAR
TI;;2023431551;;Lorena Gutierrez;;INHABILITAR
CE;;2036457567;;Lorena Molina;;INHABILITAR
TI;;2028771246;;Julia Sanchez;;EMBARGAR
CE;;2022261449;;Jose Arias;;INHABILITAR
CC;;2073271775;;Luis Vargas;;EMBARGAR
CE;;2003585888;;Felipe Arias;;INHABILITAR
RC;;2050241745;;Gabriela Valencia;;INHABILITAR
CE;;2054311407;;Gustavo Prieto;;EMBARGAR
CC;;2009482475;;Roberto Lara;;INHABILITAR
TI;;2062113489;;Diego Salazar;;EMBARGAR
TI;;2085511615;;Mariana Bonilla;;INHABILITAR
NUIP;;2017880029;;Rodrigo Giraldo;;INHABILITAR
NUIP;;2064953980;;Raquel Castillo;;EMBARGAR
CC;;2048422415;;Cristian Moreno;;EMBARGAR
CE;;2098663547;;Gustavo Aguilar;;EMBARGAR
CE;;2058440172;;Marta Torres;;EMBARGAR
RC;;2063298011;;Manuel Valencia;;EMBARGAR
NUIP;;2004459645;;Teresa Gomez;;INHABILITAR
CC;;2033313458;;Teresa Moreno;;EMBARGAR
CC;;2046205278;;Fernando Gutierrez;;EMBARGAR
CE;;2019137608;;Alfredo Herrera;;INHABILITAR
RC;;2093615632;;Roberto Castro;;EMBARGAR
CE;;2098126370;;Ivan Cano;;EMBARGAR
CC;;2059627682;;Claudia Arias;;EMBARGAR
CE;;2070944567;;Violeta Paredes;;INHABILITAR
CC;;2040280866;;Cesar Diaz;;INHABILITAR
RC;;2050688091;;Hector Murillo;;INHABILITAR
NUIP;;2004468931;;Rafael Jimenez;;EMBARGAR
NUIP;;2002742122;;Angela Diaz;;EMBARGAR
NUIP;;2054392589;;Tatiana Hernandez;;EMBARGAR
NUIP;;2015954053;;Ivan Ospina;;EMBARGAR
CC;;2027746610;;Beatriz Torres;;INHABILITAR
TI;;2039842668;;Miguel Moreno;;EMBARGAR
CC;;2086698396;;Fernando Hernandez;;INHABILITAR
CC;;2086891892;;Angela Arango;;EMBARGAR
CE;;2006150613;;Violeta Vega;;INHABILITAR
CE;;2094342694;;Paula Lopez;;EMBARGAR
CC;;2024611118;;Rafael Castaño;;INHABILITAR
TI;;2093464907;;Rodrigo Fernandez;;INHABILITAR
RC;;2051387161;;Laura Rios;;INHABILITAR
