tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2048926568;;Angela Ramirez;;EMBARGAR
TI;;2091292218;;Luis Bautista;;INHABILITAR
CC;;2037976602;;Patricia Castro;;INHABILITAR
TI;;2024101697;;Eduardo Bonilla;;INHABILITAR
CC;;2061540860;;Mariana Jaramillo;;INHABILITAR
CE;;2050085294;;Gabriela Vega;;EMBARGAR
CE;;2087320028;;Rodrigo Garcia;;INHABILITAR
CC;;2032641802;;Diana Moreno;;INHABILITAR
RC;;2057770650;;Felipe Velasquez;;INHABILITAR
CC;;2087388068;;Victor Diaz;;EMBARGAR
NUIP;;2038295641;;Paola Montoya;;INHABILITAR
NUIP;;2011554038;;Teresa Moreno;;EMBARGAR
CC;;2070953778;;Roberto Ospina;;EMBARGAR
CC;;2012001623;;Ricardo Moreno;;EMBARGAR
NUIP;;2083963610;;Jose Vega;;EMBARGAR
CC;;2095613650;;Felipe Mejia;;INHABILITAR
CE;;2087990101;;Valentina Murillo;;EMBARGAR
CE;;2035899339;;Tatiana Torres;;INHABILITAR
RC;;2044853324;;Felipe Mendez;;INHABILITAR
NUIP;;2079295538;;Veronica Vega;;EMBARGAR
CE;;2049147800;;Ricardo Arias;;INHABILITAR
TI;;2043276627;;Valentina Gutierrez;;EMBARGAR
CC;;2038437324;;Nathalia Montoya;;INHABILITAR
CE;;2001326602;;Ricardo Ramirez;;INHABILITAR
RC;;2002019544;;Paula Diaz;;INHABILITAR
NUIP;;2014406752;;Silvia Prieto;;INHABILITAR
NUIP;;2069237388;;Felipe Giraldo;;INHABILITAR
CC;;2009468349;;Ricardo Lopez;;INHABILITAR
CC;;2003282053;;Violeta Herrera;;EMBARGAR
RC;;2073350291;;Tatiana Cardenas;;EMBARGAR
TI;;2048922903;;Silvia Fernandez;;EMBARGAR
