tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2001513390;;Silvia Herrera;;INHABILITAR
CE;;2036208274;;Ivan Giraldo;;EMBARGAR
RC;;2001071467;;Rosa Giraldo;;INHABILITAR
RC;;2050849510;;Hector Martinez;;INHABILITAR
RC;;2020960111;;Liliana Jimenez;;INHABILITAR
CE;;2066045673;;Teresa Bonilla;;EMBARGAR
TI;;2026794839;;Diana Moreno;;EMBARGAR
CC;;2075491543;;Diana Sanchez;;EMBARGAR
TI;;2039180824;;Rafael Cano;;EMBARGAR
CE;;2048627070;;Liliana Ospina;;INHABILITAR
TI;;2079255759;;Cristian Hernandez;;EMBARGAR
CC;;2031536196;;Patricia Ramirez;;EMBARGAR
TI;;2048667678;;Felipe Ruiz;;INHABILITAR
RC;;2093742856;;Lorena Vega;;EMBARGAR
CE;;2045258520;;Rafael Ospina;;INHABILITAR
NUIP;;2037151706;;Lorena Martinez;;EMBARGAR
TI;;2075180987;;Patricia Murillo;;EMBARGAR
NUIP;;2065927867;;Liliana Castaño;;EMBARGAR
CE;;2080413911;;Julia Vega;;EMBARGAR
CE;;2040182822;;Juan Moreno;;INHABILITAR
NUIP;;2043568960;;Jorge Ramirez;;EMBARGAR
RC;;2035005512;;Ricardo Rodriguez;;INHABILITAR
TI;;2090522509;;Silvia Quiroz;;INHABILITAR
TI;;2051249754;;Beatriz Franco;;INHABILITAR
NUIP;;2004169304;;Carlos Fernandez;;INHABILITAR
CC;;2079413861;;Angela Robledo;;EMBARGAR
CC;;2074756029;;Carlos Herrera;;INHABILITAR
RC;;2015171559;;Hernan Moreno;;EMBARGAR
NUIP;;2071613984;;Jose Cano;;EMBARGAR
TI;;2013415229;;Laura Paredes;;INHABILITAR
RC;;2093208567;;Alfredo Vargas;;EMBARGAR
NUIP;;2043672076;;Santiago Martinez;;EMBARGAR
TI;;2037295530;;Sebastian Vega;;EMBARGAR
RC;;2076061298;;Rafael Robledo;;EMBARGAR
CE;;2019160685;;Fernando Cabrera;;INHABILITAR
RC;;2004263975;;Valentina Ramirez;;EMBARGAR
RC;;2026922598;;Mauricio Velasquez;;INHABILITAR
TI;;2015137830;;Javier Herrera;;INHABILITAR
TI;;2047237619;;Jose Ortiz;;EMBARGAR
RC;;2065848703;;Gustavo Giraldo;;INHABILITAR
NUIP;;2030823176;;Carlos Murillo;;EMBARGAR
TI;;2068741163;;Marta Montoya;;INHABILITAR
RC;;2046461911;;Oscar Torres;;EMBARGAR
RC;;2067762691;;Carmen Ramirez;;EMBARGAR
RC;;2073188092;;Laura Moreno;;EMBARGAR
CE;;2081756409;;Esteban Ortiz;;EMBARGAR
NUIP;;2055057172;;Gabriel Salazar;;INHABILITAR
CE;;2042381043;;Carlos Acosta;;INHABILITAR
NUIP;;2071634404;;Sandra Bautista;;INHABILITAR
TI;;2053613320;;Gloria Mejia;;EMBARGAR
NUIP;;2084786199;;Rodrigo Montoya;;INHABILITAR
RC;;2092768326;;Gabriel Arango;;INHABILITAR
RC;;2087965079;;Monica Lopez;;EMBARGAR
CE;;2066170669;;Nathalia Duarte;;EMBARGAR
NUIP;;2052254114;;Marcela Castro;;EMBARGAR
CC;;2036670094;;Marcela Prieto;;EMBARGAR
TI;;2028287916;;Luis Prieto;;EMBARGAR
RC;;2059755469;;Diana Munoz;;EMBARGAR
CC;;2064869655;;Mauricio Zapata;;INHABILITAR
