tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2049335652;;Esteban Ospina;;INHABILITAR
NUIP;;2049406706;;Alonso Lopez;;INHABILITAR
CE;;2070607431;;Cristian Rios;;INHABILITAR
CE;;2061268657;;Diana Rivera;;INHABILITAR
RC;;2033218315;;Jose Moreno;;EMBARGAR
CE;;2095593856;;Fernando Cardenas;;INHABILITAR
RC;;2024745906;;Mariana Fernandez;;INHABILITAR
NUIP;;2003121709;;Cesar Quiroz;;EMBARGAR
CE;;2052490833;;Rodrigo Rojas;;EMBARGAR
CC;;2081457267;;Hector Arias;;INHABILITAR
RC;;2046300779;;Diana Fernandez;;INHABILITAR
CE;;2015324570;;Eduardo Mejia;;INHABILITAR
TI;;2076775080;;Juan Vargas;;INHABILITAR
CC;;2013174120;;Oscar Molina;;INHABILITAR
TI;;2094769427;;Julia Zapata;;INHABILITAR
