tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2025055755;;Ivan Moreno;;EMBARGAR
RC;;2007459240;;Paula Castro;;INHABILITAR
TI;;2038061843;;Diego Velasquez;;EMBARGAR
RC;;2068806019;;Luis Herrera;;INHABILITAR
CC;;2068532389;;Tatiana Salazar;;EMBARGAR
RC;;2020949774;;Fernando Ortiz;;INHABILITAR
RC;;2032075592;;Liliana Hernandez;;INHABILITAR
NUIP;;2045888349;;Oscar Valencia;;INHABILITAR
TI;;2053822319;;Rafael Castro;;INHABILITAR
CE;;2094544798;;Carmen Vega;;EMBARGAR
TI;;2092984226;;Alicia Montoya;;EMBARGAR
RC;;2020678465;;Catalina Herrera;;INHABILITAR
NUIP;;2001820743;;Sebastian Castro;;INHABILITAR
NUIP;;2088353476;;Raquel Martinez;;INHABILITAR
NUIP;;2012841026;;Camila Ramirez;;INHABILITAR
CC;;2003327103;;Paula Robledo;;EMBARGAR
CC;;2049588109;;Juan Arango;;EMBARGAR
CC;;2051760819;;Claudia Cabrera;;EMBARGAR
