tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2075204093;;Violeta Ramirez;;EMBARGAR
CE;;2058023105;;Alfredo Jimenez;;EMBARGAR
NUIP;;2039311857;;Monica Valencia;;INHABILITAR
CC;;2061159539;;Claudia Castro;;EMBARGAR
CC;;2022609487;;Beatriz Jimenez;;EMBARGAR
CE;;2077170919;;Marta Hernandez;;INHABILITAR
TI;;2021680012;;Violeta Munoz;;INHABILITAR
NUIP;;2063253339;;Ivan Montoya;;INHABILITAR
RC;;2093816431;;Paula Aguilar;;INHABILITAR
RC;;2098374115;;Gabriel Moreno;;EMBARGAR
TI;;2008081928;;Manuel Vargas;;EMBARGAR
NUIP;;2060115687;;Fernando Cardenas;;EMBARGAR
CE;;2063942577;;Andres Arango;;INHABILITAR
CE;;2041010958;;Monica Martinez;;EMBARGAR
NUIP;;2095242726;;Nathalia Rios;;EMBARGAR
CE;;2040344998;;Catalina Aguilar;;EMBARGAR
RC;;2093006217;;Juan Lopez;;EMBARGAR
NUIP;;2080022428;;Marcela Valencia;;INHABILITAR
NUIP;;2050930157;;Veronica Valencia;;EMBARGAR
NUIP;;2081432302;;Andres Franco;;EMBARGAR
CC;;2032826164;;Victor Paredes;;EMBARGAR
RC;;2084859699;;Angela Arias;;INHABILITAR
CC;;2086708993;;Ivan Robledo;;INHABILITAR
TI;;2039537739;;Gustavo Gutierrez;;INHABILITAR
RC;;2059852639;;Jose Bonilla;;INHABILITAR
NUIP;;2055018254;;Lorena Castro;;EMBARGAR
NUIP;;2006824653;;Gloria Bonilla;;INHABILITAR
CC;;2069709081;;Camila Castaño;;EMBARGAR
RC;;2054921465;;Rodrigo Giraldo;;EMBARGAR
CC;;2006211751;;Carmen Arias;;EMBARGAR
RC;;2050400853;;Pedro Gallego;;INHABILITAR
CE;;2012717473;;Marta Herrera;;INHABILITAR
CC;;2083654050;;Alonso Lara;;EMBARGAR
TI;;2058178866;;Miguel Arias;;EMBARGAR
CE;;2067309015;;Tatiana Mejia;;INHABILITAR
TI;;2043096427;;Angela Duarte;;INHABILITAR
CC;;2063470702;;Jorge Giraldo;;EMBARGAR
NUIP;;2073963452;;Eduardo Paredes;;EMBARGAR
NUIP;;2087728716;;Alfredo Arias;;INHABILITAR
CE;;2091291242;;Camila Vargas;;INHABILITAR
TI;;2054037484;;Luis Ramirez;;EMBARGAR
TI;;2064403901;;Lucrecia Aguilar;;EMBARGAR
TI;;2002083230;;Carmen Castillo;;EMBARGAR
NUIP;;2067073792;;Beatriz Rios;;EMBARGAR
CC;;2045915117;;Santiago Ortiz;;INHABILITAR
CC;;2035353552;;Claudia Cano;;INHABILITAR
CE;;2039683372;;Pedro Duarte;;INHABILITAR
NUIP;;2056036344;;Valentina Hernandez;;INHABILITAR
NUIP;;2081945935;;Victor Diaz;;EMBARGAR
TI;;2020249530;;Patricia Rios;;INHABILITAR
TI;;2030218638;;Oscar Diaz;;INHABILITAR
NUIP;;2015490768;;Diego Giraldo;;INHABILITAR
CC;;2082566123;;Monica Cano;;INHABILITAR
CE;;2090554826;;Manuel Diaz;;INHABILITAR
NUIP;;2059512083;;Hector Vega;;EMBARGAR
NUIP;;2003218958;;Gabriel Montoya;;INHABILITAR
RC;;2079729437;;Liliana Franco;;EMBARGAR
