tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2066071847;;Beatriz Cano;;EMBARGAR
TI;;2061796674;;Roberto Salazar;;EMBARGAR
NUIP;;2012578180;;Felipe Lopez;;INHABILITAR
CC;;2065819995;;Hernan Fernandez;;INHABILITAR
RC;;2040906552;;Eduardo Lopez;;INHABILITAR
CC;;2002692355;;Alicia Vega;;EMBARGAR
TI;;2031017523;;Alfredo Velasquez;;EMBARGAR
CE;;2017143583;;Carmen Castillo;;INHABILITAR
NUIP;;2061950570;;Lorena Torres;;INHABILITAR
CC;;2099771651;;Manuel Bautista;;INHABILITAR
TI;;2009215220;;Cesar Castillo;;EMBARGAR
CE;;2017151050;;Beatriz Ramirez;;INHABILITAR
RC;;2002438061;;Rodrigo Rios;;INHABILITAR
TI;;2031343009;;Nathalia Mendez;;EMBARGAR
RC;;2061058754;;Felipe Velasquez;;EMBARGAR
TI;;2026963705;;Marta Jaramillo;;EMBARGAR
CC;;2005656800;;Teresa Rojas;;EMBARGAR
TI;;2034453393;;Lorena Molina;;INHABILITAR
CE;;2053378274;;Ricardo Jaramillo;;EMBARGAR
NUIP;;2074890690;;Rodrigo Diaz;;INHABILITAR
TI;;2019762649;;Raquel Velasquez;;INHABILITAR
CC;;2062453460;;Miguel Ruiz;;EMBARGAR
TI;;2046706725;;Nathalia Cabrera;;EMBARGAR
CC;;2052284014;;Diana Jaramillo;;EMBARGAR
TI;;2083103947;;Patricia Gomez;;INHABILITAR
TI;;2069964264;;Andres Castro;;INHABILITAR
CE;;2027247394;;Paula Castro;;INHABILITAR
RC;;2028515453;;Ricardo Vega;;EMBARGAR
TI;;2081594734;;Luisa Murillo;;INHABILITAR
TI;;2072019366;;Raquel Munoz;;EMBARGAR
RC;;2053620335;;Alonso Sanchez;;EMBARGAR
CE;;2041477282;;Victor Vega;;EMBARGAR
NUIP;;2002940108;;Valentina Gomez;;INHABILITAR
TI;;2087947632;;Jorge Duarte;;EMBARGAR
RC;;2087200291;;Rafael Giraldo;;EMBARGAR
CE;;2003633446;;Eduardo Castillo;;EMBARGAR
RC;;2055661444;;Sandra Zapata;;EMBARGAR
TI;;2080949993;;Jorge Mendez;;EMBARGAR
TI;;2087851309;;Alicia Giraldo;;EMBARGAR
NUIP;;2021156077;;Gloria Ortiz;;EMBARGAR
CC;;2076661012;;Gloria Rivera;;EMBARGAR
RC;;2069247126;;Teresa Mendez;;EMBARGAR
CE;;2040686168;;Laura Lopez;;INHABILITAR
CC;;2020288123;;Raquel Torres;;EMBARGAR
CE;;2062100653;;Diego Quiroz;;EMBARGAR
CC;;2032132986;;Rafael Castaño;;INHABILITAR
TI;;2034808866;;Victor Castillo;;EMBARGAR
NUIP;;2070879525;;Luis Montoya;;EMBARGAR
CE;;2029436171;;Rosa Gallego;;EMBARGAR
TI;;2038637867;;Claudia Lopez;;EMBARGAR
RC;;2086919786;;Jose Rios;;EMBARGAR
CC;;2096558626;;Carmen Moreno;;INHABILITAR
CE;;2018162999;;Marta Diaz;;EMBARGAR
RC;;2082887717;;Alonso Diaz;;EMBARGAR
RC;;2044366460;;Catalina Montoya;;EMBARGAR
CC;;2044278177;;Manuel Mejia;;EMBARGAR
NUIP;;2052586056;;Rosa Castillo;;INHABILITAR
CC;;2020838213;;Tatiana Torres;;EMBARGAR
CC;;2017645250;;Esteban Mendez;;EMBARGAR
TI;;2011051933;;Carlos Paredes;;EMBARGAR
