tipo_documento;;documento;;nombre_completo;;caracterizacion
NUIP;;2009156940;;Claudia Sanchez;;INHABILITAR
CC;;2090335846;;Valentina Torres;;INHABILITAR
CC;;2039010619;;Jose Diaz;;EMBARGAR
CE;;2056195254;;Nathalia Herrera;;INHABILITAR
RC;;2040645264;;Luis Hernandez;;INHABILITAR
NUIP;;2088970938;;Nathalia Montoya;;INHABILITAR
RC;;2020491478;;Camila Sanchez;;INHABILITAR
NUIP;;2054334857;;Sandra Diaz;;EMBARGAR
TI;;2066424466;;Raquel Salazar;;INHABILITAR
NUIP;;2026608075;;Paola Hernandez;;INHABILITAR
NUIP;;2085227681;;Monica Vega;;EMBARGAR
TI;;2011900987;;Laura Paredes;;EMBARGAR
CC;;2020018857;;Hector Moreno;;INHABILITAR
CC;;2060696026;;Patricia Cano;;INHABILITAR
TI;;2016072987;;Catalina Diaz;;INHABILITAR
CC;;2011752426;;Diana Robledo;;EMBARGAR
CC;;2080328474;;Manuel Acosta;;INHABILITAR
CC;;2046584144;;Jorge Montoya;;INHABILITAR
TI;;2047863003;;Alfredo Aguilar;;INHABILITAR
NUIP;;2045243480;;Roberto Valencia;;EMBARGAR
TI;;2006005181;;Fernando Ramirez;;EMBARGAR
NUIP;;2029281436;;Mauricio Bautista;;EMBARGAR
CC;;2026170343;;Teresa Gomez;;EMBARGAR
RC;;2094610051;;Rodrigo Mejia;;INHABILITAR
RC;;2048814171;;Tatiana Montoya;;INHABILITAR
CE;;2087523086;;Paola Salazar;;INHABILITAR
NUIP;;2099532248;;Rosa Gutierrez;;INHABILITAR
CE;;2014442327;;Silvia Sanchez;;INHABILITAR
TI;;2012365357;;Sandra Hernandez;;EMBARGAR
TI;;2085188714;;Luis Cabrera;;INHABILITAR
TI;;2015259785;;Camila Quiroz;;EMBARGAR
NUIP;;2080577799;;Jorge Salazar;;EMBARGAR
NUIP;;2073941691;;Oscar Herrera;;EMBARGAR
RC;;2030520515;;Camila Vargas;;INHABILITAR
CE;;2092860751;;Silvia Jimenez;;INHABILITAR
NUIP;;2080971237;;Tatiana Diaz;;EMBARGAR
RC;;2057299105;;Ricardo Murillo;;INHABILITAR
TI;;2052039865;;Sandra Rivera;;EMBARGAR
NUIP;;2054848681;;Pedro Ortiz;;INHABILITAR
CE;;2096012959;;Esteban Cano;;EMBARGAR
TI;;2096333180;;Raquel Herrera;;EMBARGAR
CC;;2078746167;;Samuel Martinez;;EMBARGAR
RC;;2036031249;;Alicia Vargas;;EMBARGAR
CE;;2000357522;;Juan Murillo;;EMBARGAR
NUIP;;2008113492;;Ricardo Aguilar;;INHABILITAR
RC;;2075705241;;Silvia Cano;;EMBARGAR
CE;;2083425152;;Mariana Vega;;INHABILITAR
CC;;2071040710;;Mariana Sanchez;;INHABILITAR
RC;;2075842358;;Felipe Castillo;;EMBARGAR
