tipo_documento;;documento;;nombre_completo;;caracterizacion
CE;;2019527890;;Miguel Sanchez;;EMBARGAR
CC;;2094409504;;Roberto Cano;;INHABILITAR
CC;;2037973305;;Gabriela Vega;;EMBARGAR
RC;;2041704506;;Diana Fernandez;;INHABILITAR
CE;;2070993871;;Gustavo Moreno;;EMBARGAR
RC;;2061345603;;Samuel Garcia;;INHABILITAR
CC;;2057195095;;Rafael Prieto;;EMBARGAR
TI;;2044404798;;Tatiana Diaz;;EMBARGAR
RC;;2009928039;;Camila Gutierrez;;INHABILITAR
RC;;2042326584;;Angela Ramirez;;EMBARGAR
CC;;2080797103;;Samuel Montoya;;INHABILITAR
TI;;2029391402;;Miguel Acosta;;EMBARGAR
CC;;2093075902;;Diego Rios;;EMBARGAR
CE;;2008013751;;Beatriz Gallego;;EMBARGAR
NUIP;;2084979934;;Hernan Arias;;INHABILITAR
CC;;2003261413;;Miguel Castillo;;INHABILITAR
CC;;2082761584;;Paula Jimenez;;EMBARGAR
RC;;2097111146;;Eduardo Montoya;;INHABILITAR
TI;;2062435903;;Veronica Bautista;;INHABILITAR
CC;;2069253079;;Manuel Cano;;INHABILITAR
CE;;2010156563;;Rafael Beltran;;EMBARGAR
NUIP;;2073093028;;Hernan Cano;;EMBARGAR
CC;;2067302520;;Carlos Franco;;EMBARGAR
RC;;2028387080;;Jose Garcia;;EMBARGAR
CC;;2087228859;;Alicia Rodriguez;;EMBARGAR
CE;;2089363645;;Raquel Sanchez;;EMBARGAR
RC;;2082701470;;Violeta Prieto;;EMBARGAR
NUIP;;2036782724;;Ivan Diaz;;EMBARGAR
TI;;2036588734;;Liliana Giraldo;;EMBARGAR
TI;;2057059073;;Manuel Diaz;;INHABILITAR
TI;;2046749794;;Ivan Ruiz;;EMBARGAR
RC;;2081303755;;Teresa Ruiz;;INHABILITAR
RC;;2029870399;;Jorge Rivera;;INHABILITAR
CE;;2059747313;;Violeta Jimenez;;INHABILITAR
CE;;2005040380;;Marcela Lara;;INHABILITAR
NUIP;;2030957006;;Claudia Lopez;;EMBARGAR
CE;;2014907292;;Cesar Giraldo;;INHABILITAR
NUIP;;2043784472;;Manuel Torres;;INHABILITAR
RC;;2031887612;;Nathalia Mendez;;EMBARGAR
CC;;2017989050;;Alicia Beltran;;INHABILITAR
CE;;2062668898;;Liliana Jimenez;;INHABILITAR
TI;;2005973544;;Rosa Vargas;;EMBARGAR
CC;;2085209323;;Alicia Gomez;;INHABILITAR
NUIP;;2030133758;;Mauricio Diaz;;EMBARGAR
RC;;2024571818;;Hernan Ospina;;INHABILITAR
TI;;2085641292;;Roberto Moreno;;INHABILITAR
TI;;2081759540;;Ricardo Lopez;;EMBARGAR
CC;;2022449726;;Esteban Ruiz;;INHABILITAR
NUIP;;2045530311;;Andres Ortiz;;EMBARGAR
RC;;2087016389;;Oscar Ruiz;;EMBARGAR
TI;;2041105349;;Fernando Jaramillo;;INHABILITAR
CE;;2004596972;;Lucrecia Castro;;EMBARGAR
NUIP;;2041139535;;Raquel Garcia;;EMBARGAR
CC;;2004731014;;Mauricio Castro;;INHABILITAR
NUIP;;2030472596;;Andres Gomez;;INHABILITAR
NUIP;;2026010022;;Manuel Bonilla;;INHABILITAR
CC;;2055366643;;Raquel Ospina;;INHABILITAR
TI;;2067542013;;Gloria Garcia;;INHABILITAR
CE;;2035886811;;Rodrigo Martinez;;INHABILITAR
RC;;2018222332;;Rodrigo Ortiz;;EMBARGAR
TI;;2054316500;;Mariana Gutierrez;;INHABILITAR
TI;;2050908790;;Nathalia Ramirez;;INHABILITAR
TI;;2015459200;;Rosa Jimenez;;EMBARGAR
RC;;2070051004;;Paola Gomez;;INHABILITAR
CC;;2072174475;;Ricardo Ortiz;;EMBARGAR
NUIP;;2064072692;;Ricardo Ruiz;;EMBARGAR
